Cancer id,Cancer label,Population id,Population,Sex,Type,Cases base in 2022,Year,Prediction,Change in number of cases,Change in number of cases due to population,Change in number of cases due to risk
20,Breast,915,Caribbean,0,0,14862,2035,18253,3391,22.8166,0
20,Breast,915,Caribbean,0,0,14862,2040,19406,4544,30.5746,0
20,Breast,915,Caribbean,0,0,14862,2045,20395,5533,37.2292,0
20,Breast,915,Caribbean,0,0,14862,2050,21190,6328,42.5784,0
20,Breast,916,Central America,0,0,39835,2022,39835,0,0,0
20,Breast,916,Central America,0,0,39835,2025,42015,2180,5.4726,0
20,Breast,916,Central America,0,0,39835,2030,47494,7659,19.2268,0
20,Breast,916,Central America,0,0,39835,2035,53019,13184,33.0965,0
20,Breast,916,Central America,0,0,39835,2040,58400,18565,46.6047,0
20,Breast,916,Central America,0,0,39835,2045,63415,23580,59.1942,0
20,Breast,916,Central America,0,0,39835,2050,67882,28047,70.4079,0
20,Breast,920,South-Eastern Asia,0,0,168536,2022,168536,0,0,0
20,Breast,920,South-Eastern Asia,0,0,168536,2025,180009,11473,6.8074,0
20,Breast,920,South-Eastern Asia,0,0,168536,2030,197619,29083,17.2563,0
20,Breast,920,South-Eastern Asia,0,0,168536,2035,213924,45388,26.9307,0
20,Breast,920,South-Eastern Asia,0,0,168536,2040,228530,59994,35.5971,0
20,Breast,920,South-Eastern Asia,0,0,168536,2045,241149,72613,43.0846,0
20,Breast,920,South-Eastern Asia,0,0,168536,2050,251691,83155,49.3396,0
20,Breast,921,South Central Asia,0,0,273902,2022,273902,0,0,0
20,Breast,921,South Central Asia,0,0,273902,2025,299544,25642,9.3617,0
20,Breast,921,South Central Asia,0,0,273902,2030,339486,65584,23.9443,0
20,Breast,921,South Central Asia,0,0,273902,2035,380562,106660,38.9409,0
20,Breast,921,South Central Asia,0,0,273902,2040,421506,147604,53.8893,0
20,Breast,921,South Central Asia,0,0,273902,2045,461063,187161,68.3314,0
20,Breast,921,South Central Asia,0,0,273902,2050,498171,224269,81.8793,0
20,Breast,922,Western Asia,0,0,63360,2022,63360,0,0,0
20,Breast,922,Western Asia,0,0,63360,2025,68584,5224,8.2449,0
20,Breast,922,Western Asia,0,0,63360,2030,78677,15317,24.1746,0
20,Breast,922,Western Asia,0,0,63360,2035,89102,25742,40.6282,0
20,Breast,922,Western Asia,0,0,63360,2040,99661,36301,57.2932,0
20,Breast,922,Western Asia,0,0,63360,2045,110064,46704,73.7121,0
20,Breast,922,Western Asia,0,0,63360,2050,120108,56748,89.5644,0
20,Breast,923,Eastern Europe,0,0,163474,2022,163474,0,0,0
20,Breast,923,Eastern Europe,0,0,163474,2025,163587,113,0.0691,0
20,Breast,923,Eastern Europe,0,0,163474,2030,166885,3411,2.0866,0
20,Breast,923,Eastern Europe,0,0,163474,2035,167593,4119,2.5197,0
20,Breast,923,Eastern Europe,0,0,163474,2040,166546,3072,1.8792,0
20,Breast,923,Eastern Europe,0,0,163474,2045,164394,920,0.5628,0
20,Breast,923,Eastern Europe,0,0,163474,2050,161409,-2065,-1.2632,0
20,Breast,924,Northern Europe,0,0,89324,2022,89324,0,0,0
20,Breast,924,Northern Europe,0,0,89324,2025,91664,2340,2.6197,0
20,Breast,924,Northern Europe,0,0,89324,2030,95681,6357,7.1168,0
20,Breast,924,Northern Europe,0,0,89324,2035,99209,9885,11.0665,0
20,Breast,924,Northern Europe,0,0,89324,2040,102184,12860,14.397,0
20,Breast,924,Northern Europe,0,0,89324,2045,104666,15342,17.1757,0
20,Breast,924,Northern Europe,0,0,89324,2050,106716,17392,19.4707,0
20,Breast,925,Southern Europe,0,0,124621,2022,124621,0,0,0
20,Breast,925,Southern Europe,0,0,124621,2025,126318,1697,1.3617,0
20,Breast,925,Southern Europe,0,0,124621,2030,129360,4739,3.8027,0
20,Breast,925,Southern Europe,0,0,124621,2035,131308,6687,5.3659,0
20,Breast,925,Southern Europe,0,0,124621,2040,132160,7539,6.0495,0
20,Breast,925,Southern Europe,0,0,124621,2045,131664,7043,5.6515,0
20,Breast,925,Southern Europe,0,0,124621,2050,129641,5020,4.0282,0
20,Breast,926,Western Europe,0,0,180113,2022,180113,0,0,0
20,Breast,926,Western Europe,0,0,180113,2025,183535,3422,1.8999,0
20,Breast,926,Western Europe,0,0,180113,2030,190127,10014,5.5598,0
20,Breast,926,Western Europe,0,0,180113,2035,195843,15730,8.7334,0
20,Breast,926,Western Europe,0,0,180113,2040,200077,19964,11.0842,0
20,Breast,926,Western Europe,0,0,180113,2045,202566,22453,12.4661,0
20,Breast,926,Western Europe,0,0,180113,2050,203252,23139,12.8469,0
20,Breast,927,Australia-New Zealand,0,0,25786,2022,25786,0,0,0
20,Breast,927,Australia-New Zealand,0,0,25786,2025,27621,1835,7.1163,0
20,Breast,927,Australia-New Zealand,0,0,25786,2030,30084,4298,16.668,0
20,Breast,927,Australia-New Zealand,0,0,25786,2035,32433,6647,25.7776,0
20,Breast,927,Australia-New Zealand,0,0,25786,2040,34594,8808,34.1581,0
20,Breast,927,Australia-New Zealand,0,0,25786,2045,36537,10751,41.6932,0
20,Breast,927,Australia-New Zealand,0,0,25786,2050,38297,12511,48.5186,0
20,Breast,928,Melanesia,0,0,2294,2022,2294,0,0,0
20,Breast,928,Melanesia,0,0,2294,2025,2617,323,14.0802,0
20,Breast,928,Melanesia,0,0,2294,2030,3072,778,33.9146,0
20,Breast,928,Melanesia,0,0,2294,2035,3554,1260,54.9259,0
20,Breast,928,Melanesia,0,0,2294,2040,4053,1759,76.6783,0
20,Breast,928,Melanesia,0,0,2294,2045,4561,2267,98.823,0
20,Breast,928,Melanesia,0,0,2294,2050,5068,2774,120.9241,0
20,Breast,931,South America,0,0,165427,2022,165427,0,0,0
20,Breast,931,South America,0,0,165427,2025,174280,8853,5.3516,0
20,Breast,931,South America,0,0,165427,2030,193468,28041,16.9507,0
20,Breast,931,South America,0,0,165427,2035,212027,46600,28.1695,0
20,Breast,931,South America,0,0,165427,2040,229235,63808,38.5717,0
20,Breast,931,South America,0,0,165427,2045,244527,79100,47.8157,0
20,Breast,931,South America,0,0,165427,2050,257554,92127,55.6904,0
20,Breast,954,Micronesia,0,0,133,2022,133,0,0,0
20,Breast,954,Micronesia,0,0,133,2025,142,9,6.7669,0
20,Breast,954,Micronesia,0,0,133,2030,158,25,18.797,0
20,Breast,954,Micronesia,0,0,133,2035,175,42,31.5789,0
20,Breast,954,Micronesia,0,0,133,2040,193,60,45.1128,0
20,Breast,954,Micronesia,0,0,133,2045,209,76,57.1429,0
20,Breast,954,Micronesia,0,0,133,2050,224,91,68.4211,0
20,Breast,957,Polynesia,0,0,294,2022,294,0,0,0
20,Breast,957,Polynesia,0,0,294,2025,331,37,12.585,0
20,Breast,957,Polynesia,0,0,294,2030,372,78,26.5306,0
20,Breast,957,Polynesia,0,0,294,2035,413,119,40.4762,0
20,Breast,957,Polynesia,0,0,294,2040,454,160,54.4218,0
20,Breast,957,Polynesia,0,0,294,2045,493,199,67.6871,0
20,Breast,957,Polynesia,0,0,294,2050,530,236,80.2721,0
