Cancer id,Cancer label,Population id,Population,Sex,Type,Cases base in 2022,Year,Prediction,Change in number of cases,Change in number of cases due to population,Change in number of cases due to risk
20,Breast,912,Northern Africa,0,1,19624,2040,33401,13777,70.2049,0
20,Breast,912,Northern Africa,0,1,19624,2045,37671,18047,91.9639,0
20,Breast,912,Northern Africa,0,1,19624,2050,42292,22668,115.5116,0
20,Breast,913,Southern Africa,0,1,5145,2022,5145,0,0,0
20,Breast,913,Southern Africa,0,1,5145,2025,6019,874,16.9874,0
20,Breast,913,Southern Africa,0,1,5145,2030,7009,1864,36.2293,0
20,Breast,913,Southern Africa,0,1,5145,2035,8029,2884,56.0544,0
20,Breast,913,Southern Africa,0,1,5145,2040,9035,3890,75.6074,0
20,Breast,913,Southern Africa,0,1,5145,2045,10041,4896,95.1603,0
20,Breast,913,Southern Africa,0,1,5145,2050,11046,5901,114.6939,0
20,Breast,914,Western Africa,0,1,22816,2022,22816,0,0,0
20,Breast,914,Western Africa,0,1,22816,2025,25512,2696,11.8163,0
20,Breast,914,Western Africa,0,1,22816,2030,29965,7149,31.3333,0
20,Breast,914,Western Africa,0,1,22816,2035,35108,12292,53.8745,0
20,Breast,914,Western Africa,0,1,22816,2040,41085,18269,80.071,0
20,Breast,914,Western Africa,0,1,22816,2045,48170,25354,111.1238,0
20,Breast,914,Western Africa,0,1,22816,2050,56517,33701,147.7077,0
20,Breast,915,Caribbean,0,1,5543,2022,5543,0,0,0
20,Breast,915,Caribbean,0,1,5543,2025,5800,257,4.6365,0
20,Breast,915,Caribbean,0,1,5543,2030,6479,936,16.8862,0
20,Breast,915,Caribbean,0,1,5543,2035,7166,1623,29.2802,0
20,Breast,915,Caribbean,0,1,5543,2040,7838,2295,41.4036,0
20,Breast,915,Caribbean,0,1,5543,2045,8465,2922,52.7151,0
20,Breast,915,Caribbean,0,1,5543,2050,9013,3470,62.6015,0
20,Breast,916,Central America,0,1,9840,2022,9840,0,0,0
20,Breast,916,Central America,0,1,9840,2025,10497,657,6.6768,0
20,Breast,916,Central America,0,1,9840,2030,12174,2334,23.7195,0
20,Breast,916,Central America,0,1,9840,2035,13983,4143,42.1037,0
20,Breast,916,Central America,0,1,9840,2040,15857,6017,61.1484,0
20,Breast,916,Central America,0,1,9840,2045,17717,7877,80.0508,0
20,Breast,916,Central America,0,1,9840,2050,19495,9655,98.1199,0
20,Breast,920,South-Eastern Asia,0,1,56535,2022,56535,0,0,0
20,Breast,920,South-Eastern Asia,0,1,56535,2025,61803,5268,9.3181,0
20,Breast,920,South-Eastern Asia,0,1,56535,2030,70156,13621,24.093,0
20,Breast,920,South-Eastern Asia,0,1,56535,2035,78681,22146,39.1722,0
20,Breast,920,South-Eastern Asia,0,1,56535,2040,86913,30378,53.7331,0
20,Breast,920,South-Eastern Asia,0,1,56535,2045,94443,37908,67.0523,0
20,Breast,920,South-Eastern Asia,0,1,56535,2050,101168,44633,78.9476,0
20,Breast,921,South Central Asia,0,1,123285,2022,123285,0,0,0
20,Breast,921,South Central Asia,0,1,123285,2025,137265,13980,11.3396,0
20,Breast,921,South Central Asia,0,1,123285,2030,159772,36487,29.5957,0
20,Breast,921,South Central Asia,0,1,123285,2035,184017,60732,49.2615,0
20,Breast,921,South Central Asia,0,1,123285,2040,209362,86077,69.8195,0
20,Breast,921,South Central Asia,0,1,123285,2045,235366,112081,90.9121,0
20,Breast,921,South Central Asia,0,1,123285,2050,261159,137874,111.8336,0
20,Breast,922,Western Asia,0,1,18830,2022,18830,0,0,0
20,Breast,922,Western Asia,0,1,18830,2025,20508,1678,8.9113,0
20,Breast,922,Western Asia,0,1,18830,2030,24281,5451,28.9485,0
20,Breast,922,Western Asia,0,1,18830,2035,28451,9621,51.094,0
20,Breast,922,Western Asia,0,1,18830,2040,32858,14028,74.4981,0
20,Breast,922,Western Asia,0,1,18830,2045,37445,18615,98.8582,0
20,Breast,922,Western Asia,0,1,18830,2050,42278,23448,124.5247,0
20,Breast,923,Eastern Europe,0,1,48554,2022,48554,0,0,0
20,Breast,923,Eastern Europe,0,1,48554,2025,48697,143,0.2945,0
20,Breast,923,Eastern Europe,0,1,48554,2030,51461,2907,5.9871,0
20,Breast,923,Eastern Europe,0,1,48554,2035,53603,5049,10.3987,0
20,Breast,923,Eastern Europe,0,1,48554,2040,54766,6212,12.794,0
20,Breast,923,Eastern Europe,0,1,48554,2045,55073,6519,13.4263,0
20,Breast,923,Eastern Europe,0,1,48554,2050,54982,6428,13.2389,0
20,Breast,924,Northern Europe,0,1,18220,2022,18220,0,0,0
20,Breast,924,Northern Europe,0,1,18220,2025,19025,805,4.4182,0
20,Breast,924,Northern Europe,0,1,18220,2030,20555,2335,12.8156,0
20,Breast,924,Northern Europe,0,1,18220,2035,22052,3832,21.0318,0
20,Breast,924,Northern Europe,0,1,18220,2040,23315,5095,27.9638,0
20,Breast,924,Northern Europe,0,1,18220,2045,24465,6245,34.2755,0
20,Breast,924,Northern Europe,0,1,18220,2050,25508,7288,40,0
20,Breast,925,Southern Europe,0,1,30947,2022,30947,0,0,0
20,Breast,925,Southern Europe,0,1,30947,2025,31673,726,2.3459,0
20,Breast,925,Southern Europe,0,1,30947,2030,33673,2726,8.8086,0
20,Breast,925,Southern Europe,0,1,30947,2035,35770,4823,15.5847,0
20,Breast,925,Southern Europe,0,1,30947,2040,37782,6835,22.0861,0
20,Breast,925,Southern Europe,0,1,30947,2045,39621,8674,28.0286,0
20,Breast,925,Southern Europe,0,1,30947,2050,41003,10056,32.4943,0
20,Breast,926,Western Europe,0,1,43582,2022,43582,0,0,0
20,Breast,926,Western Europe,0,1,43582,2025,45116,1534,3.5198,0
20,Breast,926,Western Europe,0,1,43582,2030,48015,4433,10.1716,0
20,Breast,926,Western Europe,0,1,43582,2035,51192,7610,17.4613,0
20,Breast,926,Western Europe,0,1,43582,2040,54214,10632,24.3954,0
20,Breast,926,Western Europe,0,1,43582,2045,56639,13057,29.9596,0
20,Breast,926,Western Europe,0,1,43582,2050,58053,14471,33.2041,0
20,Breast,927,Australia-New Zealand,0,1,4043,2022,4043,0,0,0
20,Breast,927,Australia-New Zealand,0,1,4043,2025,4391,348,8.6075,0
20,Breast,927,Australia-New Zealand,0,1,4043,2030,4973,930,23.0027,0
20,Breast,927,Australia-New Zealand,0,1,4043,2035,5586,1543,38.1647,0
20,Breast,927,Australia-New Zealand,0,1,4043,2040,6157,2114,52.2879,0
20,Breast,927,Australia-New Zealand,0,1,4043,2045,6668,2625,64.927,0
20,Breast,927,Australia-New Zealand,0,1,4043,2050,7131,3088,76.3789,0
20,Breast,928,Melanesia,0,1,999,2022,999,0,0,0
20,Breast,928,Melanesia,0,1,999,2025,1117,118,11.8118,0
20,Breast,928,Melanesia,0,1,999,2030,1357,358,35.8358,0
20,Breast,928,Melanesia,0,1,999,2035,1623,624,62.4625,0
20,Breast,928,Melanesia,0,1,999,2040,1908,909,90.991,0
20,Breast,928,Melanesia,0,1,999,2045,2208,1209,121.021,0
20,Breast,928,Melanesia,0,1,999,2050,2520,1521,152.2523,0
20,Breast,931,South America,0,1,40400,2022,40400,0,0,0
20,Breast,931,South America,0,1,40400,2025,42393,1993,4.9332,0
20,Breast,931,South America,0,1,40400,2030,48575,8175,20.2351,0
20,Breast,931,South America,0,1,40400,2035,55112,14712,36.4158,0
20,Breast,931,South America,0,1,40400,2040,61693,21293,52.7054,0
20,Breast,931,South America,0,1,40400,2045,67939,27539,68.1658,0
20,Breast,931,South America,0,1,40400,2050,73688,33288,82.396,0
20,Breast,954,Micronesia,0,1,53,2022,53,0,0,0
20,Breast,954,Micronesia,0,1,53,2025,58,5,9.434,0
20,Breast,954,Micronesia,0,1,53,2030,69,16,30.1887,0
20,Breast,954,Micronesia,0,1,53,2035,80,27,50.9434,0
20,Breast,954,Micronesia,0,1,53,2040,92,39,73.5849,0
20,Breast,954,Micronesia,0,1,53,2045,103,50,94.3396,0
20,Breast,954,Micronesia,0,1,53,2050,113,60,113.2075,0
20,Breast,957,Polynesia,0,1,93,2022,93,0,0,0
20,Breast,957,Polynesia,0,1,93,2025,106,13,13.9785,0
20,Breast,957,Polynesia,0,1,93,2030,122,29,31.1828,0
20,Breast,957,Polynesia,0,1,93,2035,139,46,49.4624,0
20,Breast,957,Polynesia,0,1,93,2040,157,64,68.8172,0
20,Breast,957,Polynesia,0,1,93,2045,176,83,89.2473,0
20,Breast,957,Polynesia,0,1,93,2050,193,100,107.5269,0
