Cancer id,Cancer label,Population id,Population,Sex,Type,Cases base in 2022,Year,Prediction,Change in number of cases,Change in number of cases due to population,Change in number of cases due to risk
20,Breast,906,Eastern Asia,0,1,97389,2022,97389,0,0,0
20,Breast,906,Eastern Asia,0,1,97389,2025,104824,7435,7.6343,0
20,Breast,906,Eastern Asia,0,1,97389,2030,114846,17457,17.925,0
20,Breast,906,Eastern Asia,0,1,97389,2035,124419,27030,27.7547,0
20,Breast,906,Eastern Asia,0,1,97389,2040,131947,34558,35.4845,0
20,Breast,906,Eastern Asia,0,1,97389,2045,137387,39998,41.0703,0
20,Breast,906,Eastern Asia,0,1,97389,2050,141769,44380,45.5698,0
20,Breast,910,Eastern Africa,0,1,25330,2022,25330,0,0,0
20,Breast,910,Eastern Africa,0,1,25330,2025,28160,2830,11.1725,0
20,Breast,910,Eastern Africa,0,1,25330,2030,33816,8486,33.5018,0
20,Breast,910,Eastern Africa,0,1,25330,2035,40477,15147,59.7987,0
20,Breast,910,Eastern Africa,0,1,25330,2040,48193,22863,90.2606,0
20,Breast,910,Eastern Africa,0,1,25330,2045,56988,31658,124.9822,0
20,Breast,910,Eastern Africa,0,1,25330,2050,66861,41531,163.9597,0
20,Breast,911,Middle Africa,0,1,9142,2022,9142,0,0,0
20,Breast,911,Middle Africa,0,1,9142,2025,10387,1245,13.6185,0
20,Breast,911,Middle Africa,0,1,9142,2030,12327,3185,34.8392,0
20,Breast,911,Middle Africa,0,1,9142,2035,14643,5501,60.1728,0
20,Breast,911,Middle Africa,0,1,9142,2040,17397,8255,90.2975,0
20,Breast,911,Middle Africa,0,1,9142,2045,20648,11506,125.8587,0
20,Breast,911,Middle Africa,0,1,9142,2050,24452,15310,167.4688,0
20,Breast,912,Northern Africa,0,1,23186,2022,23186,0,0,0
20,Breast,912,Northern Africa,0,1,23186,2025,24939,1753,7.5606,0
20,Breast,912,Northern Africa,0,1,23186,2030,28884,5698,24.5752,0
20,Breast,912,Northern Africa,0,1,23186,2035,33137,9951,42.9181,0
20,Breast,912,Northern Africa,0,1,23186,2040,37680,14494,62.5119,0
20,Breast,912,Northern Africa,0,1,23186,2045,42486,19300,83.2399,0
20,Breast,912,Northern Africa,0,1,23186,2050,47523,24337,104.9642,0
20,Breast,913,Southern Africa,0,1,5693,2022,5693,0,0,0
20,Breast,913,Southern Africa,0,1,5693,2025,6598,905,15.8967,0
20,Breast,913,Southern Africa,0,1,5693,2030,7554,1861,32.6893,0
20,Breast,913,Southern Africa,0,1,5693,2035,8540,2847,50.0088,0
20,Breast,913,Southern Africa,0,1,5693,2040,9567,3874,68.0485,0
20,Breast,913,Southern Africa,0,1,5693,2045,10634,4941,86.7908,0
20,Breast,913,Southern Africa,0,1,5693,2050,11660,5967,104.8129,0
20,Breast,914,Western Africa,0,1,27901,2022,27901,0,0,0
20,Breast,914,Western Africa,0,1,27901,2025,31041,3140,11.2541,0
20,Breast,914,Western Africa,0,1,27901,2030,36333,8432,30.2211,0
20,Breast,914,Western Africa,0,1,27901,2035,42533,14632,52.4426,0
20,Breast,914,Western Africa,0,1,27901,2040,49745,21844,78.2911,0
20,Breast,914,Western Africa,0,1,27901,2045,58056,30155,108.0786,0
20,Breast,914,Western Africa,0,1,27901,2050,67522,39621,142.0057,0
20,Breast,915,Caribbean,0,1,5953,2022,5953,0,0,0
20,Breast,915,Caribbean,0,1,5953,2025,6227,274,4.6027,0
20,Breast,915,Caribbean,0,1,5953,2030,6905,952,15.9919,0
20,Breast,915,Caribbean,0,1,5953,2035,7584,1631,27.398,0
20,Breast,915,Caribbean,0,1,5953,2040,8248,2295,38.552,0
20,Breast,915,Caribbean,0,1,5953,2045,8871,2918,49.0173,0
20,Breast,915,Caribbean,0,1,5953,2050,9417,3464,58.1891,0
20,Breast,916,Central America,0,1,10670,2022,10670,0,0,0
20,Breast,916,Central America,0,1,10670,2025,11338,668,6.2605,0
20,Breast,916,Central America,0,1,10670,2030,13054,2384,22.343,0
20,Breast,916,Central America,0,1,10670,2035,14876,4206,39.4189,0
20,Breast,916,Central America,0,1,10670,2040,16748,6078,56.9634,0
20,Breast,916,Central America,0,1,10670,2045,18595,7925,74.2737,0
20,Breast,916,Central America,0,1,10670,2050,20351,9681,90.731,0
20,Breast,920,South-Eastern Asia,0,1,61228,2022,61228,0,0,0
20,Breast,920,South-Eastern Asia,0,1,61228,2025,66544,5316,8.6823,0
20,Breast,920,South-Eastern Asia,0,1,61228,2030,74957,13729,22.4227,0
20,Breast,920,South-Eastern Asia,0,1,61228,2035,83447,22219,36.289,0
20,Breast,920,South-Eastern Asia,0,1,61228,2040,91691,30463,49.7534,0
20,Breast,920,South-Eastern Asia,0,1,61228,2045,99301,38073,62.1823,0
20,Breast,920,South-Eastern Asia,0,1,61228,2050,106016,44788,73.1495,0
20,Breast,921,South Central Asia,0,1,135348,2022,135348,0,0,0
20,Breast,921,South Central Asia,0,1,135348,2025,149872,14524,10.7309,0
20,Breast,921,South Central Asia,0,1,135348,2030,172858,37510,27.7137,0
20,Breast,921,South Central Asia,0,1,135348,2035,197460,62112,45.8906,0
20,Breast,921,South Central Asia,0,1,135348,2040,223052,87704,64.7989,0
