Cancer id,Cancer label,Population id,Population,Sex,Type,Cases base in 2022,Year,Prediction,Change in number of cases,Change in number of cases due to population,Change in number of cases due to risk
20,Breast,921,South Central Asia,0,1,135348,2045,248989,113641,83.9621,0
20,Breast,921,South Central Asia,0,1,135348,2050,274676,139328,102.9406,0
20,Breast,922,Western Asia,0,1,21344,2022,21344,0,0,0
20,Breast,922,Western Asia,0,1,21344,2025,23072,1728,8.096,0
20,Breast,922,Western Asia,0,1,21344,2030,26956,5612,26.2931,0
20,Breast,922,Western Asia,0,1,21344,2035,31229,9885,46.3128,0
20,Breast,922,Western Asia,0,1,21344,2040,35818,14474,67.813,0
20,Breast,922,Western Asia,0,1,21344,2045,40607,19263,90.2502,0
20,Breast,922,Western Asia,0,1,21344,2050,45523,24179,113.2824,0
20,Breast,923,Eastern Europe,0,1,49973,2022,49973,0,0,0
20,Breast,923,Eastern Europe,0,1,49973,2025,50033,60,0.1201,0
20,Breast,923,Eastern Europe,0,1,49973,2030,52515,2542,5.0867,0
20,Breast,923,Eastern Europe,0,1,49973,2035,54515,4542,9.0889,0
20,Breast,923,Eastern Europe,0,1,49973,2040,55708,5735,11.4762,0
20,Breast,923,Eastern Europe,0,1,49973,2045,56095,6122,12.2506,0
20,Breast,923,Eastern Europe,0,1,49973,2050,56011,6038,12.0825,0
20,Breast,924,Northern Europe,0,1,18629,2022,18629,0,0,0
20,Breast,924,Northern Europe,0,1,18629,2025,19431,802,4.3051,0
20,Breast,924,Northern Europe,0,1,18629,2030,20953,2324,12.4752,0
20,Breast,924,Northern Europe,0,1,18629,2035,22434,3805,20.4251,0
20,Breast,924,Northern Europe,0,1,18629,2040,23698,5069,27.2103,0
20,Breast,924,Northern Europe,0,1,18629,2045,24869,6240,33.4962,0
20,Breast,924,Northern Europe,0,1,18629,2050,25905,7276,39.0574,0
20,Breast,925,Southern Europe,0,1,31450,2022,31450,0,0,0
20,Breast,925,Southern Europe,0,1,31450,2025,32152,702,2.2321,0
20,Breast,925,Southern Europe,0,1,31450,2030,34126,2676,8.5087,0
20,Breast,925,Southern Europe,0,1,31450,2035,36207,4757,15.1256,0
20,Breast,925,Southern Europe,0,1,31450,2040,38213,6763,21.504,0
20,Breast,925,Southern Europe,0,1,31450,2045,40041,8591,27.3164,0
20,Breast,925,Southern Europe,0,1,31450,2050,41389,9939,31.6025,0
20,Breast,926,Western Europe,0,1,44387,2022,44387,0,0,0
20,Breast,926,Western Europe,0,1,44387,2025,45921,1534,3.456,0
20,Breast,926,Western Europe,0,1,44387,2030,48785,4398,9.9083,0
20,Breast,926,Western Europe,0,1,44387,2035,51936,7549,17.0072,0
20,Breast,926,Western Europe,0,1,44387,2040,54933,10546,23.7592,0
20,Breast,926,Western Europe,0,1,44387,2045,57354,12967,29.2135,0
20,Breast,926,Western Europe,0,1,44387,2050,58768,14381,32.3991,0
20,Breast,927,Australia-New Zealand,0,1,4152,2022,4152,0,0,0
20,Breast,927,Australia-New Zealand,0,1,4152,2025,4510,358,8.6224,0
20,Breast,927,Australia-New Zealand,0,1,4152,2030,5091,939,22.6156,0
20,Breast,927,Australia-New Zealand,0,1,4152,2035,5699,1547,37.2592,0
20,Breast,927,Australia-New Zealand,0,1,4152,2040,6268,2116,50.9634,0
20,Breast,927,Australia-New Zealand,0,1,4152,2045,6785,2633,63.4152,0
20,Breast,927,Australia-New Zealand,0,1,4152,2050,7250,3098,74.6146,0
20,Breast,928,Melanesia,0,1,1179,2022,1179,0,0,0
20,Breast,928,Melanesia,0,1,1179,2025,1335,156,13.2316,0
20,Breast,928,Melanesia,0,1,1179,2030,1591,412,34.9449,0
20,Breast,928,Melanesia,0,1,1179,2035,1873,694,58.8634,0
20,Breast,928,Melanesia,0,1,1179,2040,2178,999,84.7328,0
20,Breast,928,Melanesia,0,1,1179,2045,2497,1318,111.7897,0
20,Breast,928,Melanesia,0,1,1179,2050,2826,1647,139.6947,0
20,Breast,931,South America,0,1,43253,2022,43253,0,0,0
20,Breast,931,South America,0,1,43253,2025,45280,2027,4.6864,0
20,Breast,931,South America,0,1,43253,2030,51460,8207,18.9744,0
20,Breast,931,South America,0,1,43253,2035,57956,14703,33.993,0
20,Breast,931,South America,0,1,43253,2040,64455,21202,49.0186,0
20,Breast,931,South America,0,1,43253,2045,70638,27385,63.3135,0
20,Breast,931,South America,0,1,43253,2050,76318,33065,76.4456,0
20,Breast,954,Micronesia,0,1,53,2022,53,0,0,0
20,Breast,954,Micronesia,0,1,53,2025,58,5,9.434,0
20,Breast,954,Micronesia,0,1,53,2030,69,16,30.1887,0
20,Breast,954,Micronesia,0,1,53,2035,80,27,50.9434,0
20,Breast,954,Micronesia,0,1,53,2040,92,39,73.5849,0
20,Breast,954,Micronesia,0,1,53,2045,103,50,94.3396,0
20,Breast,954,Micronesia,0,1,53,2050,113,60,113.2075,0
20,Breast,957,Polynesia,0,1,99,2022,99,0,0,0
20,Breast,957,Polynesia,0,1,99,2025,113,14,14.1414,0
20,Breast,957,Polynesia,0,1,99,2030,129,30,30.303,0
20,Breast,957,Polynesia,0,1,99,2035,146,47,47.4747,0
20,Breast,957,Polynesia,0,1,99,2040,164,65,65.6566,0
20,Breast,957,Polynesia,0,1,99,2045,183,84,84.8485,0
20,Breast,957,Polynesia,0,1,99,2050,201,102,103.0303,0
