Alpha-3 code,Cancer code,Population code (ISO/UN),Country,Label,Sex,Number,ASR (World),Crude rate,Cumulative risk
N.A.,20,903,903,Africa,0,198553,40.5,28.2,4.3
N.A.,20,904,904,Latin America and the Caribbean,0,220124,52.0,65.1,5.6
N.A.,20,905,905,Northern America,0,306307,95.1,162.5,10.3
N.A.,20,908,908,Europe,0,557532,75.6,144.3,8.1
N.A.,20,909,909,Oceania,0,28507,91.5,130.5,9.9
N.A.,20,935,935,Asia,0,985817,34.3,43.4,3.7
,,,,Total,,2296840,46.8,58.7,5.1
