Alpha-3 code,Cancer code,Population code (ISO/UN),Country,Label,Sex,Number,ASR (World),Crude rate,Cumulative risk
N.A.,20,903,903,Africa,0,155385,108.0,104.9,3.9
N.A.,20,904,904,Latin America and the Caribbean,0,191992,140.5,145.5,5.1
N.A.,20,905,905,Northern America,0,288211,269.3,306.2,9.7
N.A.,20,908,908,Europe,0,523336,209.3,239.0,7.5
N.A.,20,909,909,Oceania,0,26420,259.3,285.5,9.3
N.A.,20,935,935,Asia,0,865436,93.5,94.3,3.3
,,,,Total,,2050780,129.1,134.9,4.6
