Alpha-3 code,Cancer code,Population code (ISO/UN),Country,Label,Sex,Number,ASR (World),Crude rate,Cumulative risk
N.A.,20,981,981,Very HDI country,0,238018,38.8,54.7,1.4
N.A.,20,982,982,High HDI country,0,181927,27.2,29.4,0.97
N.A.,20,983,983,Medium HDI country,0,138576,40.1,39.7,1.5
N.A.,20,984,984,Low HDI country,0,58493,52.7,50.0,1.9
,,,,Total,,617014,36.1,40.6,1.3
