Alpha-3 code,Cancer code,Population code (ISO/UN),Country,Label,Sex,Number,ASR (World),Crude rate,Cumulative risk
N.A.,20,981,981,Very HDI country,0,245043,13.2,29.5,1.4
N.A.,20,982,982,High HDI country,0,195347,9.5,14.3,1.0
N.A.,20,983,983,Medium HDI country,0,153835,14.0,13.9,1.6
N.A.,20,984,984,Low HDI country,0,71458,19.0,11.9,2.1
,,,,Total,,665683,12.7,17.0,1.4
