Alpha-3 code,Cancer code,Population code (ISO/UN),Country,Label,Sex,Number,ASR (World),Crude rate,Cumulative risk
N.A.,20,981,981,Very HDI country,0,74665,12.5,18.9,0.68
N.A.,20,982,982,High HDI country,0,87293,7.9,11.6,0.42
N.A.,20,983,983,Medium HDI country,0,51744,5.7,6.8,0.30
N.A.,20,984,984,Low HDI country,0,32255,7.8,6.7,0.41
,,,,Total,,245957,8.1,10.3,0.44
