Alpha-3 code,Cancer code,Population code (ISO/UN),Country,Label,Sex,Number,ASR (World),Crude rate,Cumulative risk
N.A.,20,981,981,Very HDI country,0,1017998,209.7,233.8,7.5
N.A.,20,982,982,High HDI country,0,650666,104.5,105.3,3.7
N.A.,20,983,983,Medium HDI country,0,279345,80.8,80.1,2.9
N.A.,20,984,984,Low HDI country,0,101867,90.1,87.1,3.2
,,,,Total,,2049876,129.1,134.9,4.6
